"V1","V2"
0.276004106875043,0.347353716925718
0.902731444824021,0.831112996672746
0.119414890534244,0.930466546178795
0.447992764508817,0.531309103122912
0.10089914952172,0.828809563652612
0.833927707758267,0.0683972548949532
0.231748499756213,0.818681427200791
0.9545675308723,0.610333829261363
0.344817654856015,0.41107906995574
0.361428619276267,0.545492968892213
0.650344195053913,0.201093177425209
0.632020519594662,0.717225905163214
0.202642585870344,0.137250102756079
0.0474475766951218,0.437895218627527
0.283534469022416,0.726174782447051
0.718771936534904,0.44503007366322
0.191354806239251,0.624561494230293
0.735704092860687,0.220346658024937
0.534122444216628,0.772096388433129
0.752256362333428,0.683427872792818
0.677975753007922,0.035455948007293
0.423986763996072,0.477694844163489
0.35591562685091,0.184287646836601
0.879069644431584,0.566864616710227
0.393848098521121,0.655218689884059
0.083718916119542,0.867965363683179
0.483742918954231,0.279030520282686
0.611821529497392,0.944324571639299
0.500419345374685,0.523319404732902
0.922612027437426,0.319171145560686
0.963049630264286,0.762092797127552
0.121785278925672,0.0981273474474438
0.0655814639595337,0.253007128182799
0.853710596654564,0.215721824544016
0.496428103465587,0.0838678217469715
0.579241158720106,0.352794816745445
0.742593504479155,0.572600428676233
0.582393502851483,0.0795938360877335
0.158489653381985,0.456341325847898
0.0969901159848087,0.660818772569764
0.798844296103343,0.409262062406633
0.182092429008335,0.798909425304737
0.805285504790954,0.149120850106701
0.892280697159003,0.897184985622298
0.401021153647453,0.916825277132448
0.251020618870389,0.925551864604931
0.88150018108543,0.424017094357405
0.551167099324521,0.178638377904426
0.666266613088083,0.380744139486924
0.215156486320775,0.0228328448580578
0.246707730055787,0.241626374353655
0.54861331310356,0.607638965845108
0.786366872845683,0.0111637571686879
0.525700065298006,0.951674718214199
0.768948442782275,0.874758835213725
0.412750158174895,0.730057884419803
0.304904349751305,0.64974413290387
0.62946826610947,0.85114147758577
0.38142462477088,0.0508077430888079
0.701741207097657,0.293229194409214
0.138869104597252,0.331187850949354
0.975076940723229,0.23985772469081
0.371904096391518,0.284041476438288
0.865620366183575,0.782417819064576
0.025476797549054,0.163548789082561
0.938937437487766,0.511532400841825
0.817047806489281,0.632875476262998
0.335611518397927,0.482566721471958
0.644476582102943,0.591576902507804
0.0310569116543047,0.750297716464847
0.566580820083618,0.7081162837171
0.221681289547123,0.555791728151962
0.144865731089376,0.195767319395673
0.601678348453715,0.467014868652914
0.84129795962479,0.980637662003283
0.314160567002837,0.805024828985333
0.462558460691944,0.393839499510359
0.166937659501564,0.884264163484331
0.45249083918985,0.155443901622202
0.689582137989346,0.116436382066458
0.697644051564857,0.96791192386765
0.828413698133081,0.308468533975538
0.0787560993363149,0.500726263104007
0.320096155488864,0.998601106423885
0.290361168670934,0.129561646366492
0.942859246330336,0.679264191566035
0.000805315612815321,0.32053963659564
0.999687946676277,0.36246409463929
0.43564562469488,0.584873696698342
0.72984704897739,0.741000633821823
0.598366388259456,0.261951592566911
0.178801938511897,0.692135715247132
0.0524442473822273,0.0420768223260529
0.777320672073401,0.490287714265287
0.51498606006382,0.00234566427534446
0.475033762911335,0.84107185220113
0.0156811623857357,0.972773157900665
0.916526770424098,0.10696021954529
0.980647124934476,0.902662573917769
0.266766124018468,0.37660476814257
